Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KT359735,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 replicase polyprotein 1a gene, partial cds"
KT359736,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 replicase polyprotein 1a gene, partial cds"
KT359737,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 replicase polyprotein 1a gene, partial cds"
KT359738,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0424 replicase polyprotein 1a gene, partial cds"
KT359739,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 replicase polyprotein 1a gene, partial cds"
KT359740,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 replicase polyprotein 1a gene, partial cds"
KT359741,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0784 replicase polyprotein 1a gene, partial cds"
KT359742,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0929 replicase polyprotein 1a gene, partial cds"
KT359743,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1076 replicase polyprotein 1a gene, partial cds"
KT359744,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 replicase polyprotein 1a gene, partial cds"
KT359745,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 replicase polyprotein 1a gene, partial cds"
KT359746,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 replicase polyprotein 1a gene, partial cds"
KT359747,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 replicase polyprotein 1a gene, partial cds"
KT359748,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 replicase polyprotein 1a gene, partial cds"
KT359749,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1847 replicase polyprotein 1a gene, partial cds"
KT359750,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1950 replicase polyprotein 1a gene, partial cds"
KT359751,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1978 replicase polyprotein 1a gene, partial cds"
KT359752,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 nucleocapsid protein (N) gene, partial cds"
KT359753,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 nucleocapsid protein (N) gene, partial cds"
KT359754,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 nucleocapsid protein (N) gene, partial cds"
KT359755,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0106 nucleocapsid protein (N) gene, partial cds"
KT359756,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 nucleocapsid protein (N) gene, partial cds"
KT359757,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 nucleocapsid protein (N) gene, partial cds"
KT359758,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 nucleocapsid protein (N) gene, partial cds"
KT359759,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 nucleocapsid protein (N) gene, partial cds"
KT359760,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 nucleocapsid protein (N) gene, partial cds"
KT359761,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 nucleocapsid protein (N) gene, partial cds"
KT359762,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1076 nucleocapsid protein (N) gene, partial cds"
KT359763,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 nucleocapsid protein (N) gene, partial cds"
KT359764,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 nucleocapsid protein (N) gene, partial cds"
KT359765,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 nucleocapsid protein (N) gene, partial cds"
KT359766,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 nucleocapsid protein (N) gene, partial cds"
KT359767,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 nucleocapsid protein (N) gene, partial cds"
KT359768,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1847 nucleocapsid protein (N) gene, partial cds"
KT359769,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1165,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1883 nucleocapsid protein (N) gene, partial cds"
KT359770,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 spike protein (S) gene, partial cds"
KT359771,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 spike protein (S) gene, partial cds"
KT359772,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 spike protein (S) gene, partial cds"
KT359773,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 spike protein (S) gene, partial cds"
KT359774,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 spike protein (S) gene, partial cds"
KT359775,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 spike protein (S) gene, partial cds"
KT359776,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 spike protein (S) gene, partial cds"
KT359777,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,829,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0424 spike protein (S) gene, partial cds"
KT359778,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 spike protein (S) gene, partial cds"
KT359779,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 spike protein (S) gene, partial cds"
KT359780,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0784 spike protein (S) gene, partial cds"
KT359781,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 spike protein (S) gene, partial cds"
KT359782,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 spike protein (S) gene, partial cds"
KT359783,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 spike protein (S) gene, partial cds"
KT359784,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 spike protein (S) gene, partial cds"
KT359785,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 spike protein (S) gene, partial cds"
KT368892,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27391,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-06,,"Camel alphacoronavirus isolate camel/Jeddah/Jd29/2014, complete genome"
KT368893,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27386,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-06,,"Camel alphacoronavirus isolate camel/Jeddah/Jd55/2014, complete genome"
KT368894,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27397,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-06,,"Camel alphacoronavirus isolate camel/Jeddah/Jd63/2014, complete genome"
KT368895,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27396,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-10,,"Camel alphacoronavirus isolate camel/Jeddah/O23(a)/2014, complete genome"
KT368896,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27389,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-10,,"Camel alphacoronavirus isolate camel/Jeddah/O47(a)/2014, complete genome"
KT368897,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27395,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-10,,"Camel alphacoronavirus isolate camel/Jeddah/O100/2014, complete genome"
KT368898,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27395,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-11,,"Camel alphacoronavirus isolate camel/Jeddah/N38/2014, complete genome"
KT368899,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27390,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-11,,"Camel alphacoronavirus isolate camel/Jeddah/N60/2014, complete genome"
KT368900,,2015-12-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27390,GenBank,complete,,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",,Saudi Arabia,Camelus,,2014-11,,"Camel alphacoronavirus isolate camel/Jeddah/N62(a)/2014, complete genome"
