Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KM055582,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E isolate 507A_2008 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055583,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E isolate 693A_2008 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055584,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2005,,"Human coronavirus 229E isolate 748_2005 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055585,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2005,,"Human coronavirus 229E isolate 857_2005 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055586,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8339_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055587,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8348_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055588,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8373_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055589,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8425_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055590,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 11949_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MF542265,,2017-08-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27271,GenBank,complete,,,"Bonny,T.S., Subramaniam,K., Waltzek,T.B., Elbadry,M.A., Beau De Rochars,V.M., Telisma,T., Rashid,M., Morris,J.G. Jr., Lednicky,J.A.",29167251,Haiti,Homo sapiens,blood,2016-03,,"Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome"
KY983587,,2017-06-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27235,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2015,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC3112/2015, complete genome"
KY621348,,2017-04-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27144,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC379/2016, complete genome"
KY967357,,2017-04-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27242,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2015,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2872/2015, complete genome"
KY674914,,2017-03-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27055,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC399/2016, complete genome"
KY674919,,2017-03-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27136,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain N08-434B, complete genome"
KY684760,,2017-03-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27249,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2282/2017, complete genome"
KY369908,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27193,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC579/2016, complete genome"
KY369909,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,26592,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC677/2016, complete genome"
KY369910,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27182,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1143/2016, complete genome"
KY369911,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27226,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1212/2016, complete genome"
KY369912,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27208,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9731/2016, complete genome"
KY369913,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27238,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1073/2016, complete genome"
KY369914,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27231,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9773/2016, complete genome"
KU291448,,2016-09-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27022,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Germany,Homo sapiens,,2015,,"Human coronavirus 229E isolate HCoV-229E/BN1/GER/2015, complete genome"
KX255651,,2016-06-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,525,GenBank,partial,,,"Nandhini,G., Sujatha,S.",,India,Homo sapiens,oronasopharynx,2012-05,,"Human coronavirus 229E strain India/Puducherry/JIM 159/2012 nucleocapsid protein gene, partial cds"
KX268229,,2016-06-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,658,GenBank,partial,,,"Nandhini,G., Sujatha,S.",,India,Homo sapiens,oronasopharynx,2014-02,,"Human coronavirus 229E strain India/Pondicherry/POM 309/2014 nucleocapsid protein gene, partial cds"
KT359730,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 replicase polyprotein 1a gene, partial cds"
KT359731,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 replicase polyprotein 1a gene, partial cds"
KT359732,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 replicase polyprotein 1a gene, partial cds"
KT359733,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0106 replicase polyprotein 1a gene, partial cds"
KT359734,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 replicase polyprotein 1a gene, partial cds"
KT359735,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 replicase polyprotein 1a gene, partial cds"
KT359736,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 replicase polyprotein 1a gene, partial cds"
KT359737,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 replicase polyprotein 1a gene, partial cds"
KT359738,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0424 replicase polyprotein 1a gene, partial cds"
KT359739,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 replicase polyprotein 1a gene, partial cds"
KT359740,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 replicase polyprotein 1a gene, partial cds"
KT359741,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0784 replicase polyprotein 1a gene, partial cds"
KT359742,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0929 replicase polyprotein 1a gene, partial cds"
KT359743,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1076 replicase polyprotein 1a gene, partial cds"
KT359744,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 replicase polyprotein 1a gene, partial cds"
KT359745,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 replicase polyprotein 1a gene, partial cds"
KT359746,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 replicase polyprotein 1a gene, partial cds"
KT359747,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 replicase polyprotein 1a gene, partial cds"
KT359748,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 replicase polyprotein 1a gene, partial cds"
KT359749,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1847 replicase polyprotein 1a gene, partial cds"
KT359750,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1950 replicase polyprotein 1a gene, partial cds"
KT359751,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1978 replicase polyprotein 1a gene, partial cds"
KT359752,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 nucleocapsid protein (N) gene, partial cds"
KT359753,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 nucleocapsid protein (N) gene, partial cds"
KT359754,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 nucleocapsid protein (N) gene, partial cds"
KT359755,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0106 nucleocapsid protein (N) gene, partial cds"
KT359756,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 nucleocapsid protein (N) gene, partial cds"
KT359757,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 nucleocapsid protein (N) gene, partial cds"
KT359758,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 nucleocapsid protein (N) gene, partial cds"
KT359759,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 nucleocapsid protein (N) gene, partial cds"
KT359760,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 nucleocapsid protein (N) gene, partial cds"
KT359761,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 nucleocapsid protein (N) gene, partial cds"
KT359762,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1076 nucleocapsid protein (N) gene, partial cds"
KT359763,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 nucleocapsid protein (N) gene, partial cds"
KT359764,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 nucleocapsid protein (N) gene, partial cds"
KT359765,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 nucleocapsid protein (N) gene, partial cds"
KT359766,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 nucleocapsid protein (N) gene, partial cds"
KT359767,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1180,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 nucleocapsid protein (N) gene, partial cds"
KT359768,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1168,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1847 nucleocapsid protein (N) gene, partial cds"
KT359769,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1165,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1883 nucleocapsid protein (N) gene, partial cds"
KT359770,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 spike protein (S) gene, partial cds"
KT359771,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 spike protein (S) gene, partial cds"
KT359772,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 spike protein (S) gene, partial cds"
KT359773,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,850,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 spike protein (S) gene, partial cds"
